,SMILES,sp3,n_rings,h_don,h_acc,similarity
216,CCN(Cc1ccncc1)C(=O)C(=O)N=c1cc(C2CCCO2)[nH][nH]1,0.4117647058823529,3,2,8,0.10588235294117647
217,CCN1C(=O)CCC(C(=O)Nc2nnc(C(F)(F)F)s2)C1c1cnn(C)c1,0.5333333333333333,3,1,8,0.06666666666666667
218,CCNC(=O)C(C)(C)NC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1,0.375,2,2,7,0.17105263157894737
219,CCOc1cc(C(=O)N2CCC(c3cccnc3)CC2)cc(Cl)c1O,0.3684210526315789,3,1,5,0.10714285714285714
220,CCn1c(CNC(=O)c2ccc(Br)o2)nnc1C(=O)N1CC(CF)C1,0.4666666666666667,3,1,8,0.10588235294117647
221,CCn1c(O)nc2cc(C(=O)N3CCC(C(C)(C)O)C3)ccc2c1=O,0.5,3,2,7,0.10975609756097561
222,CNC(=O)C1Cn2c(C)nnc2CN1C(=O)C1Cc2ccc(Cl)cc21,0.4117647058823529,4,1,7,0.10714285714285714
223,CNC(=O)CCNc1ncccc1C(=O)N1CCc2ncc(C)cc21,0.3333333333333333,3,2,7,0.14634146341463414
224,CNc1cc(C(=O)NCC(C)(C)c2ccccn2)ccc1OC(C)=O,0.3157894736842105,2,2,6,0.15584415584415584
225,COC(c1cccc(Br)c1)c1noc(CCCNC(=O)NC)n1,0.4,2,2,7,0.16455696202531644
226,COCCN(C)C(=O)Nc1cccnc1Oc1ccc(Cl)cc1,0.25,2,1,6,0.10256410256410256
227,COCCN(C)CCC(=O)Nc1nnc(-c2ccc(C)cc2C)s1,0.47058823529411764,2,1,6,0.12658227848101267
228,COCCN(CCc1nn[nH]n1)C(=O)c1cccc(Cl)c1C,0.42857142857142855,2,1,7,0.14102564102564102
229,COCCNC(=O)C1Cn2c(C)nnc2CN1Cc1ccc(C)s1,0.5625,3,1,7,0.08045977011494253
230,COCCn1c(N)c(C(=O)CNC(C)Cc2ccco2)c(=O)[nH]c1=O,0.4375,2,4,9,0.11627906976744186
231,COc1cc(CNC(=O)C(C)Sc2ccccn2)cc(Cl)c1O,0.25,2,2,5,0.1375
233,COc1ccc(C(=O)N2CCCC3CCNC(=O)C32)cc1-c1ccccn1,0.38095238095238093,4,1,6,0.11627906976744186
234,COc1ccc(C)nc1C(C)NC(=O)Cc1ccc(C(N)=O)cc1,0.2777777777777778,2,3,6,0.1643835616438356
235,COc1ccc(CN2CC(c3nccs3)C2)c(SC)c1C(=O)NCCF,0.4444444444444444,3,1,5,0.07608695652173914
236,COc1ccc(Cn2cc(NC(=O)C3CC3C(=O)N(C)C)cn2)cc1,0.3888888888888889,3,1,7,0.1111111111111111
237,COc1cccnc1CNC(=O)Cc1ccc(C(=O)N(C)C)cc1,0.2777777777777778,2,1,6,0.13333333333333333
238,COc1cn(-c2cccc(C(F)(F)F)c2)nc1C(=O)N1CCC(C(N)=O)C1,0.35294117647058826,3,2,7,0.13095238095238096
239,Cc1c(C(=O)NC(C)CC(N)=O)nnn1-c1cccc(F)c1,0.2857142857142857,2,3,7,0.15789473684210525
240,Cc1c(C(=O)NC(C)CC(N)=O)nnn1-c1cccc2cnccc12,0.23529411764705882,3,3,8,0.13414634146341464
241,Cc1c(C(=O)NCC2(O)CCCC2C)nnn1Cc1ccc(F)cc1,0.5,3,2,6,0.10714285714285714
242,Cc1c(C(=O)NCC2CCCNC2=O)nnn1-c1ccc(OC(F)F)cc1,0.4117647058823529,3,2,8,0.07692307692307693
243,Cc1c(C(=O)NCCC(NC(=O)c2cocn2)C(F)(F)F)oc2c(C)cccc12,0.3157894736842105,3,2,7,0.11494252873563218
244,Cc1c(C(=O)NCc2cccnc2OCCC(F)(F)F)cnn1C,0.4,2,1,6,0.10975609756097561
245,Cc1ccc(C2CCCN2C(=O)Cc2csc(N3CCCC3=O)n2)c(O)c1,0.45,4,1,6,0.10227272727272728
246,Cc1ccc(N(C)C(=O)c2coc(C3CCC3)n2)c(C(=O)O)c1,0.35294117647058826,3,1,6,0.12987012987012986
247,Cc1ccc(N(C)C(C)C)c(C(=O)NCc2nc(CO)cs2)c1,0.4117647058823529,2,2,5,0.1125
248,Cc1ccc(N2CCCC(O)(C(=O)Nc3cc(C(F)(F)F)[nH]n3)C2)c(F)c1,0.4117647058823529,3,3,6,0.09090909090909091
249,Cc1ccc(OCc2cccc(C(=O)NCC3(O)CCCC3)c2)cn1,0.4,3,2,5,0.15384615384615385
250,Cc1ccnc(CSc2ncccc2C(=O)N2CC(=O)N(C)C2)c1,0.29411764705882354,3,0,6,0.12345679012345678
251,Cc1nc(COc2cccc(C(=O)N3CC(F)(F)CC3CO)c2)cs1,0.4117647058823529,3,1,5,0.11494252873563218
252,Cn1c(-c2ccc[nH]2)nnc1S(=O)(=O)NCC1CCC(O)C1,0.5384615384615384,3,3,8,0.08433734939759036
253,O=C(CCNC1CC1)Nc1nc(-c2ccc(Cl)cc2F)cs1,0.3333333333333333,3,2,4,0.125
254,O=C(NCC1CNCCO1)c1cc(C2CC2)nc2c1cnn2Cc1ccco1,0.45,5,2,8,0.10526315789473684
255,CC(=O)N1CC(C(=O)Nc2cccc(Cl)c2-n2cncn2)C1,0.2857142857142857,3,1,7,0.1038961038961039
256,CC(=O)N1CC2CC3CN(C(=O)c4cn(-c5cccc(Cl)c5)nn4)C3C12,0.4444444444444444,5,0,7,0.11392405063291139
257,CC(=O)NC(C)(C)C(=O)Nc1nnc(Cc2cccc(F)c2)s1,0.3333333333333333,2,2,6,0.1917808219178082
258,CC(=O)NC(C)C(=O)NCCc1nc(-c2ccc(Cl)cc2)no1,0.3333333333333333,2,2,7,0.13157894736842105
259,CC(=O)NC(C)C(=O)Nc1nnc(SCc2ccc(C#N)cc2)s1,0.26666666666666666,2,2,7,0.1125
260,CC(=O)NC(CC(=O)Nc1ccc(-n2cccn2)c(Cl)c1)C(F)(F)F,0.26666666666666666,2,2,6,0.10843373493975904
261,CC(=O)NC12CCC1C(NC(=O)c1ncoc1-c1ccc(Cl)cc1)C2,0.3888888888888889,4,2,6,0.09523809523809523
262,CC(=O)NCC(C)(C)C(=O)Nc1nnc(-c2ccc(Br)cc2F)s1,0.3333333333333333,2,2,6,0.11392405063291139
263,CC(=O)NCC1CCn2ncc(C(=O)NC3CCCc4cccnc43)c2C1,0.5,4,2,7,0.0989010989010989
264,CC(=O)NCC1CCn2ncc(C(=O)NCc3ccc(Br)o3)c2C1,0.4375,3,2,7,0.09411764705882353
265,CC(=O)NCC1CCn2ncc(C(=O)NCc3ncccc3C)c2C1,0.4444444444444444,3,2,7,0.10465116279069768
266,CC(=O)NCCCNc1ncnc2sc3c(c12)CCC(C)(C)C3=O,0.5294117647058824,3,2,6,0.07058823529411765
267,CC(=O)NCCNC(=O)c1cc(-c2cccc(Cl)c2)on1,0.21428571428571427,2,2,6,0.19117647058823528
268,CC(=O)NCc1ccncc1C(=O)N1CCc2nccc(Br)c2C1,0.29411764705882354,3,1,6,0.09523809523809523
269,CC(=O)c1oc2cc(C)ccc2c1CCc1nc(C(C)(C)NC(=O)N(C)C)no1,0.42857142857142855,3,1,8,0.11627906976744186
270,CC(CC(=O)Nc1nnc(C=Cc2ccco2)s1)C1CCC(=O)N1,0.375,3,2,7,0.08888888888888889
271,CC(O)CNC(=O)C1CCCN1c1ncnc2c1cc(C)n2C,0.5625,3,2,7,0.09523809523809523
272,CC1CN(C(=O)c2ccc(=O)n(Cc3cccc(Cl)c3)n2)CC(=O)N1,0.29411764705882354,3,1,7,0.15
273,CCC1C(=O)N(Cc2coc(-c3ccc(Br)cc3)n2)C(=O)N1C1CC1,0.3888888888888889,4,0,6,0.07228915662650602
274,CCN(CCC(N)=O)C(=O)c1nnn(-c2cccc(Br)c2)c1C,0.3333333333333333,2,2,7,0.17105263157894737
275,CCN1CC(C(=O)Nc2nnc(-c3c(F)cccc3Cl)s2)CC1=O,0.3333333333333333,3,1,6,0.10843373493975904
276,CCN1CC(CNC(=O)c2cc(-c3ccoc3C)[nH]n2)CC1=O,0.4375,3,2,7,0.10465116279069768
277,CCN1CCc2nc(NC(=O)C(C)OCc3ccncc3)sc2C1,0.47058823529411764,3,1,6,0.09302325581395349
278,CCNC(=O)C1CN(C(=O)c2cccc(-c3nnc(C)o3)c2)C1,0.375,3,1,7,0.15584415584415584
279,CCNC(=O)CN(C)C(=O)c1ccc(Sc2ccccn2)[nH]c1=O,0.25,2,2,7,0.14102564102564102
280,CCOc1ccc(-c2nc(C(=O)N3CC(=O)N(CC(F)(F)F)C3)cs2)cc1,0.35294117647058826,3,0,6,0.10588235294117647
281,CCc1c(C(=O)N(C)CC2CN(C)C(=O)O2)cnn1-c1ccccn1,0.4117647058823529,3,0,8,0.12941176470588237
282,CCc1c(C(=O)N2CC(=O)N(C)CC2C)cnn1-c1ccccn1,0.4117647058823529,3,0,7,0.12345679012345678
283,CCc1onc(C)c1NC(=O)NCc1cccc(OCC(N)=O)c1,0.3125,2,4,8,0.19480519480519481
284,CCn1c(-c2ccco2)nn(CN2CC3C(=O)NC(=O)C3C2)c1=S,0.4666666666666667,4,1,8,0.07228915662650602
285,CCn1c(Cc2ccccc2N)nnc1SCC(=O)NC(=O)NC,0.3333333333333333,2,4,8,0.14285714285714285
286,CN(C)C(=O)CC(NC(=O)c1ccc(C(F)(F)F)c(O)n1)c1cccnc1,0.29411764705882354,2,2,7,0.10843373493975904
287,CN(CCCF)C(=O)Nc1nnc(Cc2ccc(Cl)cc2F)s1,0.35714285714285715,2,1,5,0.10975609756097561
288,CN(CCCO)C(=O)Nc1nnc(Cc2ccc(Br)cc2)s1,0.35714285714285715,2,2,6,0.14864864864864866
289,CN1CCC2(CCN(C(=O)c3cc(-c4cccc(Cl)c4)no3)CC2)C1=O,0.42105263157894735,4,0,6,0.16883116883116883
290,CNC(=O)C1CN(C(=O)c2cc(C)n(Cc3ccccn3)c2C)C1,0.3888888888888889,3,1,6,0.15584415584415584
291,CNC(=O)C1CN(C(=O)c2oc(-c3cccc(C(F)(F)F)c3)nc2C)C1,0.35294117647058826,3,1,6,0.15
292,CNC(=O)CC(NC(=O)c1ncoc1C(F)(F)F)c1ccc(Cl)cc1F,0.26666666666666666,2,2,6,0.10714285714285714
293,COC(CNC(=O)Cc1csc(NC(=O)c2ccc(Br)cc2)n1)C(F)(F)F,0.3125,2,2,6,0.08139534883720931
294,COCCC(NC(=O)O)c1noc(C(C)Nc2ccc(C)cc2)n1,0.4375,2,3,8,0.11688311688311688
295,COCCNC(=O)CSc1nc(C)c(Cc2ncc[nH]2)c(=O)c2ccccc12,0.3,3,2,7,0.11627906976744186
296,COc1cc(Cl)ccc1NC(=O)C1CC(=O)N(C)C1c1ccnn1C,0.35294117647058826,3,1,7,0.08235294117647059
297,COc1cc2ccnc(NC3CCC(C(=O)O)CC3)c2s1,0.4666666666666667,3,2,5,0.10666666666666667
298,COc1ccc(-n2cnn(CN3CCC(O)(C(N)=O)C3)c2=S)cc1,0.4,3,3,8,0.10975609756097561
299,COc1ccc(C#N)cc1CSc1nnc(C2CSCCN2C(N)=O)n1C,0.4117647058823529,3,2,8,0.10752688172043011
300,COc1ccc(C#N)cc1NC(=O)c1ccc(N2CCNC(=O)C2)nc1,0.2222222222222222,3,2,8,0.0898876404494382
301,COc1ccc(C)cc1-n1ccc(C(O)=NC2CCN(C)C2=O)n1,0.35294117647058826,3,1,7,0.09523809523809523
302,COc1ccc(Cl)cc1CC(=O)NC(CO)c1ccccn1,0.25,2,2,5,0.1282051282051282
303,COc1ccc(NC(=O)CSc2ncccc2C(=O)N(C)C)cc1,0.23529411764705882,2,1,6,0.11688311688311688
304,COc1cccnc1CC(=O)Nc1ccc(C)c(C(=O)N2CCCCC2)c1,0.38095238095238093,3,1,6,0.12048192771084337
305,CSCCCNC(=O)CN(C)c1ccc(-c2nn[nH]n2)cc1F,0.42857142857142855,2,2,7,0.12048192771084337
306,Cc1cc(OCc2cccc(Cl)c2)ccc1NC(=O)N1CCCC(O)C1,0.35,3,2,5,0.14285714285714285
307,Cc1ccc(-c2n[nH]c(SCC(=O)NC3CCCC3O)n2)cc1,0.4375,3,3,6,0.1125
308,Cc1ccc(-c2nnc3n2CCCCC3)cc1NCC1CCC(C(N)=O)O1,0.55,4,3,7,0.14634146341463414
310,Cc1ccc(-n2cnnc2SCC(=O)NC(C)C(N)=O)cc1C,0.3333333333333333,2,3,7,0.1282051282051282
311,Cc1ccc(C(Cn2ccnc2)NC(=O)CNC(=O)C2CC2)c(C)n1,0.4444444444444444,3,2,7,0.09523809523809523
312,Cc1ccc(OCC(O)CN2CCC(C)CC2C(N)=O)cc1-c1ncco1,0.5,3,3,7,0.12222222222222222
313,Cc1ccc(Oc2ccc(Cl)cc2)c(NC(=O)C2CN(C(N)=O)C2)n1,0.23529411764705882,3,3,7,0.1
314,Cc1nc(-c2ccco2)ccc1C(=O)NCCOCCCN,0.375,2,3,6,0.14102564102564102
315,Cc1nc(C2CCCN(C(=O)c3ccoc3CC(N)=O)C2)sc1C,0.47058823529411764,3,2,6,0.12048192771084337
316,Cn1c(CNC(=O)C(C)(O)Cn2cccn2)nc2c1CCC2,0.5333333333333333,3,2,7,0.08433734939759036
317,O=C(NC1CC1)NC(CC(=O)n1nc(C(F)(F)F)ccc1=O)c1ccccc1,0.3333333333333333,3,2,7,0.12345679012345678
318,O=C1NCCC1Cc1nc(-c2cccc(C(F)(F)F)c2)no1,0.35714285714285715,3,1,5,0.14285714285714285
320,CC(=O)N(CCc1nc(-c2ccc(C)[nH]c2=NC(C)=O)no1)C1CC1,0.47058823529411764,3,1,8,0.12195121951219512
321,CC(=O)N(Cc1noc(C)n1)C1CCN(c2ccc(CO)cc2Cl)C1,0.47058823529411764,3,1,7,0.13095238095238096
322,CC(=O)N1CC(NC(=O)c2ccc(Cl)cn2)C(c2cnn(C)c2)C1,0.375,3,1,7,0.07317073170731707
323,CC(=O)N1CCCC(c2n[nH]cc2S(=O)(=O)N(C)C)C1c1nccn1C,0.5625,3,1,9,0.07954545454545454
324,CC(=O)N1CCc2c(ncn(CC(O)COc3ccc(C#N)cc3)c2=S)C1,0.3684210526315789,3,1,7,0.07865168539325842
325,CC(=O)N1Cc2ccc(Cl)cc2C2(C1)CN(C(=O)c1ccncn1)C2,0.3333333333333333,4,0,6,0.0875
326,CC(=O)NC(CC(=O)Nc1cnc(Cl)c(F)c1)c1ccco1,0.21428571428571427,2,2,6,0.1125
327,CC(=O)NC1CN(C(=O)c2ncoc2C2CC2)CC1c1cnn(C)c1,0.5294117647058824,4,1,8,0.05747126436781609
328,CC(=O)NC1Cc2cccc(NC(=O)C3CCc4nncn4CC3)c2C1,0.47368421052631576,4,2,7,0.10465116279069768
329,CC(=O)NCC(C)(C)c1nc(CC(=O)Nc2ccc(C)cc2)no1,0.4117647058823529,2,2,7,0.11842105263157894
330,CC(=O)NCc1ccc(C(=O)N2CCCC(c3nncn3C)C2)o1,0.5,3,1,8,0.10714285714285714
331,CC(=O)Nc1ncccc1NC(=O)CCN(C)c1ccncc1,0.25,2,2,7,0.12162162162162163
332,CC(=O)c1cn(CC(=O)N(C)CCCCN)nc1-c1ccc(F)cc1,0.3888888888888889,2,2,6,0.1282051282051282
333,CC1CC(CN)CN1C(=O)c1nn(-c2c(F)cccc2F)cc1Cl,0.375,3,2,5,0.125
334,CC1CN(C)CC(C(=O)Nc2nc(Sc3ccc(C#N)cc3)cs2)O1,0.35294117647058826,3,1,6,0.06896551724137931
335,CCC1(NC(=O)NCc2cccc(-c3nc(C)cc(=O)n3C)c2)CC1,0.42105263157894735,3,2,6,0.2
336,CCN(CC)C(=O)Cn1c(NC(=O)Cc2ccc(C)nc2)n[nH]c1=O,0.4375,2,2,9,0.1111111111111111
337,CCN(CCCO)C(=O)c1nn(-c2ccc(C(F)(F)F)cc2)c2c1CCOC2,0.47368421052631576,3,1,6,0.07954545454545454
338,CCN(CCc1ccccn1)C(=O)c1cnn(CCOC)c1N,0.4375,2,2,7,0.15
339,CCN1C(=O)CCC(C(=O)Nc2ccc(F)c(C#N)c2)C1c1nccn1C,0.3684210526315789,3,1,7,0.08602150537634409
340,CCNC(=O)C(C)NC(=O)c1ccc(CSc2ncccn2)s1,0.3333333333333333,2,2,6,0.13157894736842105
341,CCNC(=O)C1CN(C(=O)N=c2ccc3c([nH]2)OCCC3)c2nccn21,0.4117647058823529,4,2,9,0.07446808510638298
342,CCNC(=O)C1CN(C(=O)c2cnc(-c3ccccn3)s2)C1(C)C,0.4117647058823529,3,1,6,0.10843373493975904
343,CCNC(=O)NC1(c2nnc(Cc3ccc(F)cc3)n2N)CCCC1,0.47058823529411764,3,4,7,0.15584415584415584
344,CN(C)C(=O)C1CCC(CNC(=O)c2ccc(C#N)cn2)O1,0.4666666666666667,2,1,7,0.08536585365853659
345,CN(CCCn1ccnc1)C(=O)c1cc2c(nc1O)CCCCC2,0.5,3,1,6,0.12345679012345678
346,CN(CCc1nccs1)C(=O)c1oc(CN2CCOCC2)cc1C(=O)O,0.47058823529411764,3,1,8,0.11764705882352941
347,CN1CCOC(CNC(=O)c2cc(Cl)cc3cccnc23)C1,0.375,3,1,5,0.13414634146341464
348,CN1CN(C(=O)c2cccnc2SCc2ccc(Br)cc2F)CC1=O,0.23529411764705882,3,0,5,0.11764705882352941
349,CNC(=O)C(CNc1ncnc2c1CCCCC2)Cc1cccc(F)c1,0.45,3,2,5,0.175
350,CNC(=O)C1Cn2c(C)nnc2CN1Cc1cccc(OCC(F)(F)F)c1,0.47058823529411764,3,1,7,0.15294117647058825
351,CNC(=O)CC(C)NC(=O)c1ccnc(-c2ncccc2Cl)c1,0.25,2,2,6,0.12987012987012986
352,CNC(=O)CN(Cc1ccc(C)o1)C(=O)Cc1ccc(O)nc1,0.3125,2,2,7,0.12987012987012986
353,COCc1cccc(NC(=O)N(C)C(C)CSc2ncc[nH]2)c1,0.375,2,2,6,0.14634146341463414
354,COc1cc(-n2cccc2)c(Cl)cc1C(=O)NCC(=O)NC1CC1,0.29411764705882354,3,2,6,0.11392405063291139
355,COc1ccc(C(=O)N2CCC(CO)(c3ccccc3)CC2)c(N)n1,0.3684210526315789,3,3,6,0.17567567567567569
356,COc1ccnc(N2CCN(C(=O)c3ccc4c(c3O)CCC4)CC2)c1,0.4,4,1,6,0.1111111111111111
357,CSc1ncc(C(=O)NC(C)c2nc3ccccc3n2C(C)C)[nH]1,0.35294117647058826,3,2,6,0.1125
358,Cc1c(C(=O)N2CCC(C)(C(N)=O)C2)nnn1-c1ccc(Br)cc1,0.375,3,2,7,0.10126582278481013
359,Cc1c(C2OCCC2C(=O)NCc2ccc3c(c2)CNC3)cnn1C,0.47368421052631576,4,2,6,0.12941176470588237
360,Cc1c(C=C(C#N)C(=O)NC(C)c2ccccn2)c(=O)[nH]c(=O)n1C,0.23529411764705882,2,2,8,0.09302325581395349
361,Cc1c(CN2CCC(C(=O)Nc3ccon3)CC2)n(C)[nH]1,0.5714285714285714,3,2,7,0.10126582278481013
362,Cc1c[nH]nc1C(=O)N1CC(CO)C(c2ccc(Cl)cn2)C1,0.4,3,2,6,0.08433734939759036
363,Cc1cc(C(=O)N2CCCC(c3ccccn3)C2)c(C)n1NC(=O)C(F)(F)F,0.42105263157894735,3,1,6,0.11904761904761904
364,Cc1cc(C)n(CC2CCCN2C(=O)Cc2ccc(C(N)=O)cc2)n1,0.42105263157894735,3,2,6,0.17105263157894737
365,Cc1ccc(C(O)c2cn(CC3CC4(CNC4)COC3)nn2)cc1,0.5555555555555556,4,2,6,0.05747126436781609
366,Cc1ccc(C2CC(C)N(C(=O)c3cc(C(N)=O)no3)C2)cn1,0.375,3,2,7,0.15789473684210525
367,Cc1ccc(C2CN(C(=O)Cc3ccnc(N)c3)CCO2)cn1,0.35294117647058826,3,2,6,0.12345679012345678
368,Cc1ccc(CNC(=O)c2cnn3c2CCCC3)c(OCCO)n1,0.47058823529411764,3,2,7,0.11904761904761904
369,Cc1ccc(NC(=O)C2CCCN(c3ncccc3F)C2)cc1C(N)=O,0.3157894736842105,3,3,6,0.1566265060240964
370,Cc1ccc(OCC(O)Cn2cc(C3CCCCN3C)nn2)c(F)c1,0.5555555555555556,3,1,6,0.06666666666666667
371,Cc1ccnc(C(=O)N2CC(c3cccc(C(F)(F)F)c3)OC(C)(C)C2)n1,0.42105263157894735,3,0,5,0.10465116279069768
372,Cc1ccnc(CNC(=O)CCc2ccc(C(N)=O)cc2)n1,0.25,2,3,6,0.22388059701492538
373,Cc1cn(CC(=O)NCc2cccnc2N2CCCC2)c(=O)nc1O,0.4117647058823529,3,2,8,0.09523809523809523
374,Cc1nc(COc2cccc(C(=O)NCC(=O)NCC(F)F)c2)cs1,0.3125,2,2,6,0.12048192771084337
375,Cc1nc(NC(=O)CSc2ccc(C(=O)O)cn2)sc1C(F)(F)F,0.23076923076923078,2,2,6,0.1125
376,Cc1nsc(N2CCC(C(=O)Nc3ccccc3NC(C)=O)CC2)n1,0.4117647058823529,3,2,7,0.1038961038961039
378,Cn1c(O)ncc(C(=O)NCC(c2cccc(Cl)c2)N2CCCC2)c1=O,0.3888888888888889,3,2,7,0.13253012048192772
379,Cn1nc(C(=O)NCC(c2ccc(F)cc2)N2CCCC2)ccc1=O,0.3888888888888889,3,1,6,0.10126582278481013
380,O=C(NCCCn1ccc(O)nc1=O)c1cc(Cl)ccc1Br,0.21428571428571427,2,2,6,0.12987012987012986
381,O=C(NCCc1nc(=O)[nH][nH]1)c1c(Cl)ccc(F)c1Cl,0.18181818181818182,2,3,6,0.10810810810810811
382,O=S1(=O)CCN(Cc2cn(-c3cccc(Cl)c3Cl)nn2)CC1,0.38461538461538464,3,0,6,0.0945945945945946
383,C=CC(CO)NC(=O)Cc1csc(NC(=O)c2ccoc2C)n1,0.26666666666666666,2,3,7,0.09523809523809523
384,CC(=O)N1CC(NC(=O)c2cn(CC(F)(F)F)c(=O)nc2O)C(c2ccco2)C1,0.4117647058823529,3,2,9,0.1111111111111111
385,CC(=O)N1CCC(C(=O)Nc2nnc(-c3cc(Br)ccc3F)s2)C1C,0.375,3,1,6,0.09523809523809523
386,CC(=O)N1CCC(N)(c2ccc(OC(=O)c3ncccc3Cl)cc2)C1,0.2777777777777778,3,2,6,0.09876543209876543
387,CC(=O)N1CCCC1C(=O)Nc1nnc(Cc2cccc(F)c2)s1,0.375,3,1,6,0.17721518987341772
388,CC(=O)NC(C)(C)C(=O)Nc1nnc(SCc2ccc(C#N)cc2)s1,0.3125,2,2,7,0.1125
389,CC(=O)NC(CC(=O)N(C)c1ccc(-c2nn[nH]n2)cc1Br)C(F)(F)F,0.35714285714285715,2,2,8,0.10588235294117647
390,CC(=O)NC(CC(C)C)C(=O)Nc1n[nH]c(-c2cccc(F)c2)n1,0.375,2,3,7,0.15584415584415584
391,CC(=O)NC(CCC(C)C)C(=O)Nc1nnc(-c2cccc(Br)c2)s1,0.4117647058823529,2,2,6,0.15789473684210525
392,CC(=O)NC1CCN(C(=O)c2csc(-c3ccc(C)n3C)n2)C1,0.4375,3,1,6,0.07142857142857142
393,CC(NC(=O)C1CC(F)CN1)c1cn(-c2cccc(Cl)c2F)nn1,0.4,3,2,6,0.09090909090909091
394,CC(O)CN(CC1CCCO1)C(=O)c1csc(Cc2cccc(F)c2)n1,0.47368421052631576,3,1,5,0.16279069767441862
395,CC(O)CN(CCO)C(=O)c1ccn(CCc2ccncc2)n1,0.4375,2,2,7,0.11538461538461539
396,CC(Oc1ccc(Br)cc1)C(=O)NCc1nnc(S)n1C1CC1,0.4,3,1,6,0.1
397,CC1CC(=O)N(C)c2ccc(NC(=O)C3CC(=O)N(C)C3c3nccn3C)cc21,0.42857142857142855,4,1,8,0.07954545454545454
398,CC1CC(c2cccc(F)c2)N(C(=O)NCc2nnc3n2CCCCC3)C1,0.55,4,1,6,0.125
399,CC1CN(C(=O)c2cc(-c3ccn(C)n3)[nH]n2)CC1(C)C(=O)O,0.4666666666666667,3,2,8,0.09876543209876543
400,CCC1(O)CCN(C(=O)c2cn(Cc3ccc(C)cc3)nn2)CC1,0.5,3,1,6,0.11842105263157894
401,CCN(CCCO)C(=O)c1nn(-c2ccc(Cl)cc2)cc1O,0.3333333333333333,2,2,6,0.09090909090909091
402,CCNC(=O)C1(CNc2nc(-c3cccc(C(F)(F)F)c3)nc(=O)n2C)CC1,0.4444444444444444,3,2,7,0.1566265060240964
403,CCNC(=O)CCNC(=O)c1cc(Cl)ccc1-n1cnnn1,0.3076923076923077,2,2,8,0.14473684210526316
404,CCn1c(SC(C)C(=O)NC(N)=O)nnc1-c1cccc(C)c1,0.3333333333333333,2,3,7,0.1917808219178082
405,CN(CC(=O)NC(C)(C)C)C(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1,0.4117647058823529,2,1,7,0.16883116883116883
406,CNC(=O)CCNC(=O)c1cc(C)n(-c2ccccn2)c1C,0.3125,2,2,6,0.18055555555555555
407,COC(C)(C)C(=O)NC(C)c1cccc(OCc2ccccn2)c1,0.3684210526315789,2,1,5,0.14285714285714285
408,COC(C)CNC(=O)Nc1ccnc(Sc2ccc(Cl)cc2)c1,0.25,2,2,5,0.10126582278481013
409,COC(CN)CC(=O)Nc1nnc(-c2cc(F)ccc2C)s1,0.35714285714285715,2,3,6,0.1282051282051282
410,COC(c1cccc(Br)c1)C(C)NC(=O)c1cc(N2CCNCC2)ccn1,0.4,3,2,6,0.10344827586206896
411,COC1CN(C(=O)c2ccnc(C3CC3)n2)C(C)(C)N1Cc1ccccc1,0.47619047619047616,4,0,6,0.1518987341772152
412,COCC(NC(=O)Cn1c(S)nnc1-c1ccc(C)cc1)C(F)(F)F,0.4,2,1,6,0.11392405063291139
413,COCC1CCCN1C(=O)Cc1csc(NC(=O)c2ccoc2C)n1,0.47058823529411764,3,1,7,0.08791208791208792
414,COCCC(NC(=O)c1cn(C2CCNCC2)nn1)c1cccc(F)c1,0.5,3,2,7,0.11363636363636363
415,COCCN(C(=O)c1cnc(Sc2nccn2C)c(C)c1)C1CCNC1,0.5,3,1,7,0.07446808510638298
416,COCCN(CC#N)C(=O)Cc1csc(NC(=O)c2ccoc2C)n1,0.375,2,1,8,0.0898876404494382
417,COCc1cccc(-c2nc(CCN3C(=O)NC(C)C3=O)no2)c1,0.375,3,1,8,0.19480519480519481
418,CONC(=O)C(C)NC(C)c1noc(Cc2ccc(Cl)cc2)n1,0.4,2,2,7,0.17567567567567569
419,COc1cc(C(C)NC(=O)c2cccc(C#N)c2)ccc1NC(C)=O,0.21052631578947367,2,2,6,0.1125
420,COc1ccc(CNC(=O)c2ccn(CC(F)(F)F)n2)cc1N1CCNC1=O,0.35294117647058826,3,2,8,0.11235955056179775
421,COc1ccc(Cl)cc1-c1nnc(NC2CC(C)(O)C2O)o1,0.42857142857142855,3,3,7,0.07317073170731707
422,COc1ccc(Cl)cc1C(=O)N1CCC(O)(Cn2ccnn2)C1,0.4,3,1,7,0.12048192771084337
423,COc1ccc(Cl)cc1N1C(=O)c2nc(CNCCSC)ccc2C1=O,0.2777777777777778,3,1,6,0.08139534883720931
424,COc1ccc(SCc2nc(C(C)(C)NC(N)=O)no2)cc1,0.35714285714285715,2,3,7,0.14666666666666667
425,Cc1c(C(=O)N2CCCC3C(=O)NCC32)nnn1Cc1ccc(C(F)(F)F)cc1,0.47368421052631576,4,1,7,0.10227272727272728
426,Cc1c(C(=O)NC2CC(C)(C)C2)nnn1CC(=O)Nc1cccc(F)c1,0.4444444444444444,3,2,7,0.13414634146341464
427,Cc1c(C(=O)NC2CC(O)C2n2cccn2)[nH]c2c1C(=O)CC(C)(C)C2,0.5263157894736842,4,3,7,0.07865168539325842
